id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H
58,学生手册答案.docx,58、[1分] 按学校规定，学生故意损坏公、私财物2000元以上的，给予（ ）以上处分。,单选,B,"58、[1分]
按学校规定，学生故意损坏公、私财物2000元以上的，给予（ ）以上处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：B",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：B,,,,
59,学生手册答案.docx,59、[1分] 按学校规定，有酗酒行为，影响他人休息或造成其他不良影响者，给予（ ）以上处分。,单选,A,"59、[1分]
按学校规定，有酗酒行为，影响他人休息或造成其他不良影响者，给予（ ）以上处分。
A. 记过
B. 开除学籍
C. 留校察看
D. 严重警告
正确答案：A",A. 记过,B. 开除学籍,C. 留校察看,D. 严重警告 正确答案：A,,,,
60,学生手册答案.docx,60、[1分] 按学校规定，以纠缠、侮辱、要挟或者胁迫、贿赂等方式干预评卷老师成绩评定的，给予（ ）处分。,单选,B,"60、[1分]
按学校规定，以纠缠、侮辱、要挟或者胁迫、贿赂等方式干预评卷老师成绩评定的，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：B",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：B,,,,
61,学生手册答案.docx,61、[1分] 按学校规定，在毕业生就业、体格检查等活动过程中，违反诚信原则，造成不良后果的，给予（ ）以上处分。,单选,A,"61、[1分]
按学校规定，在毕业生就业、体格检查等活动过程中，违反诚信原则，造成不良后果的，给予（ ）以上处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：A",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：A,,,,
62,学生手册答案.docx,62、[1分] 按学校规定，事先通谋，结伙作弊或者为作弊组织者提供试题信息、答案及相应设备等行为的，给予（ ）处分。,单选,C,"62、[1分]
按学校规定，事先通谋，结伙作弊或者为作弊组织者提供试题信息、答案及相应设备等行为的，给予（ ）处分。
A. 记过
B. 留校察看
C. 开除学籍
D. 严重警告
正确答案：C",A. 记过,B. 留校察看,C. 开除学籍,D. 严重警告 正确答案：C,,,,
63,学生手册答案.docx,63、[1分] 按学校规定，宿舍走廊、楼梯、平台等公共区域不得摆放鞋子、鞋柜等个人物品，屡劝不改者，给予（ ）以上处份。,单选,D,"63、[1分]
按学校规定，宿舍走廊、楼梯、平台等公共区域不得摆放鞋子、鞋柜等个人物品，屡劝不改者，给予（ ）以上处份。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：D",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：D,,,,
64,学生手册答案.docx,64、[1分] 按学校规定，请假无故逾期不返校，不办理续假手续，超过（ ）者，按自动退学处理。,单选,A,"64、[1分]
按学校规定，请假无故逾期不返校，不办理续假手续，超过（ ）者，按自动退学处理。
A. 2周
B. 60天
C. 30天
D. 1周
正确答案：A",A. 2周,B. 60天,C. 30天,D. 1周 正确答案：A,,,,
65,学生手册答案.docx,65、[1分] 按学校规定，私自涂改、伪造证件、证明及学习成绩单或签字的，给予（ ）以上处分。,单选,C,"65、[1分]
按学校规定，私自涂改、伪造证件、证明及学习成绩单或签字的，给予（ ）以上处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：C",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：C,,,,
66,学生手册答案.docx,66、[1分] 按学校规定，不携带或拒不按要求出示规定的有效证件参加考试的，给予（ ）处分。,单选,D,"66、[1分]
按学校规定，不携带或拒不按要求出示规定的有效证件参加考试的，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：D",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：D,,,,
67,学生手册答案.docx,67、[1分] 按学校规定，携带、收藏、吸食、注射毒品或国家明令禁止的精神类药物者，给予（ ）以上处分。,单选,C,"67、[1分]
按学校规定，携带、收藏、吸食、注射毒品或国家明令禁止的精神类药物者，给予（ ）以上处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：C",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：C,,,,
68,学生手册答案.docx,68、[1分] 按学校规定，一学期内无故旷课累计学时达到20—29学时者，给予（ ）处分。,单选,D,"68、[1分]
按学校规定，一学期内无故旷课累计学时达到20—29学时者，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：D",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：D,,,,
69,学生手册答案.docx,69、[1分] 按学校有关实施办法规定，品德素质测评得分在（ ）分以上，含（ ）分才可以申请各类奖学金。,单选,C,"69、[1分]
按学校有关实施办法规定，品德素质测评得分在（ ）分以上，含（ ）分才可以申请各类奖学金。
A. 70
B. 90
C. 80
D. 60
正确答案：C",A. 70,B. 90,C. 80,D. 60 正确答案：C,,,,
70,学生手册答案.docx,70、[1分] 按学校规定，未经监考人员同意，互借文具的，给予（ ）处分。,单选,A,"70、[1分]
按学校规定，未经监考人员同意，互借文具的，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：A",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：A,,,,
71,学生手册答案.docx,71、[1分] 按学校规定，代替他人或由他人代替参加考试的，未主动承认其替考行为，但没有伪造、变造身份证、准考证及其他证明材料，替考者给予（ ）处分、被替考者给予（ ）处分。,单选,B,"71、[1分]
按学校规定，代替他人或由他人代替参加考试的，未主动承认其替考行为，但没有伪造、变造身份证、准考证及其他证明材料，替考者给予（ ）处分、被替考者给予（ ）处分。
A. 严重警告；记过
B. 留校察看；开除学籍
C. 记过；留校察看
D. 警告；严重警告
正确答案：B",A. 严重警告；记过,B. 留校察看；开除学籍,C. 记过；留校察看,D. 警告；严重警告 正确答案：B,,,,
72,学生手册答案.docx,72、[1分] 按学校规定，在留校察看期内获得校内外各类竞赛奖、或者获得校内外各类荣誉、或者报考硕士研究生且成绩达到国家划定录取分数线、或者有其他突出表现的，察看期满（ ）后，由本人提出申请，经学院提出建议，由原拟文部门作出处理意见，并经相关部门会签，可以提前终止留校察看处分。,单选,A,"72、[1分]
按学校规定，在留校察看期内获得校内外各类竞赛奖、或者获得校内外各类荣誉、或者报考硕士研究生且成绩达到国家划定录取分数线、或者有其他突出表现的，察看期满（ ）后，由本人提出申请，经学院提出建议，由原拟文部门作出处理意见，并经相关部门会签，可以提前终止留校察看处分。
A. 6个月
B. 2年
C. 1年
D. 3个月
正确答案：A",A. 6个月,B. 2年,C. 1年,D. 3个月 正确答案：A,,,,
73,学生手册答案.docx,73、[1分] 按学校规定，学校校庆日暨校友返校日为每年（ ）月第二个星期六。,单选,B,"73、[1分]
按学校规定，学校校庆日暨校友返校日为每年（ ）月第二个星期六。
A. 5
B. 11
C. 9
D. 3
正确答案：B",A. 5,B. 11,C. 9,D. 3 正确答案：B,,,,
74,学生手册答案.docx,74、[1分] 按学校规定，抢夺、窃取他人试卷、答卷或者强迫他人为自己抄袭提供方便的，给予（ ）处分。,单选,B,"74、[1分]
按学校规定，抢夺、窃取他人试卷、答卷或者强迫他人为自己抄袭提供方便的，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：B",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：B,,,,
75,学生手册答案.docx,75、[1分] 按学校规定，因考试违纪，给予（ ）以上处分的，同时取消该门课程当次考试成绩，该门课考试成绩以0分记。,单选,A,"75、[1分]
按学校规定，因考试违纪，给予（ ）以上处分的，同时取消该门课程当次考试成绩，该门课考试成绩以0分记。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：A",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：A,,,,
76,学生手册答案.docx,76、[1分] 按学校规定，学生接到学校发出的退学或开除学籍的通知后，应在（ ）内办完离校手续，离开学校。,单选,D,"76、[1分]
按学校规定，学生接到学校发出的退学或开除学籍的通知后，应在（ ）内办完离校手续，离开学校。
A. 10日
B. 30日
C. 15日
D. 一周
正确答案：D",A. 10日,B. 30日,C. 15日,D. 一周 正确答案：D,,,,
77,学生手册答案.docx,77、[1分] 按学校规定，一学期内无故旷课累计学时达到40—49学时者，给予（ ）处分。,单选,C,"77、[1分]
按学校规定，一学期内无故旷课累计学时达到40—49学时者，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：C",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：C,,,,
78,学生手册答案.docx,78、[1分] 按学校规定，打架、斗殴或者故意伤害他人身体，造成严重后果的，给予（ ）或者（ ）处分。,单选,B,"78、[1分]
按学校规定，打架、斗殴或者故意伤害他人身体，造成严重后果的，给予（ ）或者（ ）处分。
A. 严重警告；记过
B. 留校察看；开除学籍
C. 记过；留校察看
D. 警告；严重警告
正确答案：B",A. 严重警告；记过,B. 留校察看；开除学籍,C. 记过；留校察看,D. 警告；严重警告 正确答案：B,,,,
79,学生手册答案.docx,79、[1分] 按学校规定，在学生宿舍留宿异性或在异性宿舍留宿的，给予（ ）以上处分。,单选,A,"79、[1分]
按学校规定，在学生宿舍留宿异性或在异性宿舍留宿的，给予（ ）以上处分。
A. 记过
B. 开除学籍
C. 留校察看
D. 严重警告
正确答案：A",A. 记过,B. 开除学籍,C. 留校察看,D. 严重警告 正确答案：A,,,,
80,学生手册答案.docx,80、[1分] 按学校规定，在参加各项学术科技竞赛、申报各类学术成果或获取相关资格、公开发表研究成果、撰写及提交评审学位论文等过程中，有剽窃、抄袭、篡改、伪造等学术不端行为的，一经查实，视情节及后果给予（ ）以上处分。,单选,C,"80、[1分]
按学校规定，在参加各项学术科技竞赛、申报各类学术成果或获取相关资格、公开发表研究成果、撰写及提交评审学位论文等过程中，有剽窃、抄袭、篡改、伪造等学术不端行为的，一经查实，视情节及后果给予（ ）以上处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：C",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：C,,,,
81,学生手册答案.docx,81、[1分] 按学校规定，请假超过一学期总学时的（ ）或6周时间以上时，按休学处理。,单选,A,"81、[1分]
按学校规定，请假超过一学期总学时的（ ）或6周时间以上时，按休学处理。
A. 三分之一
B. 五分之一
C. 四分之一
D. 二分之一
正确答案：A",A. 三分之一,B. 五分之一,C. 四分之一,D. 二分之一 正确答案：A,,,,
82,学生手册答案.docx,82、[1分] 按学校规定，利用计算机信息网络制作、复制和传播下列信息者，给予留校察看以上纪律处分：①煽动抗拒、破坏宪法和法律实施的；②煽动颠覆国家政权，推翻社会主义制度的；③煽动分裂国家，破坏国家统一的；④煽动民族仇恨、民族歧视，破坏民族团结；⑤捏造或歪曲事实，散布谣言，扰乱社会秩序的；⑥虚构或者捏造事实损害国家机关信誉或者学校信誉的。,单选,B,"82、[1分]
按学校规定，利用计算机信息网络制作、复制和传播下列信息者，给予留校察看以上纪律处分：①煽动抗拒、破坏宪法和法律实施的；②煽动颠覆国家政权，推翻社会主义制度的；③煽动分裂国家，破坏国家统一的；④煽动民族仇恨、民族歧视，破坏民族团结；⑤捏造或歪曲事实，散布谣言，扰乱社会秩序的；⑥虚构或者捏造事实损害国家机关信誉或者学校信誉的。
A. ①②③④⑥
B. ①②③④⑤⑥
C. ①②③⑤⑥
D. ①③④⑤⑥
正确答案：B",A. ①②③④⑥,B. ①②③④⑤⑥,C. ①②③⑤⑥,D. ①③④⑤⑥ 正确答案：B,,,,
83,学生手册答案.docx,83、[1分] 按学校规定，出现以下哪些违纪情形的，应从重处分： ①在校期间曾受过处分，再次违纪的；②对调查人、检举人、证人、鉴定人、参与作出处分者或其他相关人员进行诬陷、诱惑、威胁、打击报复，伪造变造证据，指使、贿买他人作伪证或者以其他不正当手段干扰调查处理的；③勾结校外人员来校进行违法违纪活动者；④结伙或共同实施的违法违纪事件的组织者、策划者、为首者及主要参与者；⑤造成严重后果或者恶劣影响的。,单选,B,"83、[1分]
按学校规定，出现以下哪些违纪情形的，应从重处分：
①在校期间曾受过处分，再次违纪的；②对调查人、检举人、证人、鉴定人、参与作出处分者或其他相关人员进行诬陷、诱惑、威胁、打击报复，伪造变造证据，指使、贿买他人作伪证或者以其他不正当手段干扰调查处理的；③勾结校外人员来校进行违法违纪活动者；④结伙或共同实施的违法违纪事件的组织者、策划者、为首者及主要参与者；⑤造成严重后果或者恶劣影响的。
A. ①③④⑤
B. ①②③④⑤
C. ①②③⑤
D. ①②④⑤
正确答案：B",A. ①③④⑤,B. ①②③④⑤,C. ①②③⑤,D. ①②④⑤ 正确答案：B,,,,
84,学生手册答案.docx,84、[1分] 按学校规定，未经允许擅自将试卷、答卷（含答题卡、答题纸等）、草稿纸等考试用纸带出考场的，给予（ ）处分。,单选,A,"84、[1分]
按学校规定，未经允许擅自将试卷、答卷（含答题卡、答题纸等）、草稿纸等考试用纸带出考场的，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：A",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：A,,,,
85,学生手册答案.docx,85、[1分] 按学校规定，一学期内无故旷课累计学时达到50—59学时者，给予（ ）处分。,单选,B,"85、[1分]
按学校规定，一学期内无故旷课累计学时达到50—59学时者，给予（ ）处分。
A. 严重警告
B. 留校察看
C. 记过
D. 警告
正确答案：B",A. 严重警告,B. 留校察看,C. 记过,D. 警告 正确答案：B,,,,
86,学生手册答案.docx,86、[1分] 按学校规定，受纪律处分的学生不具备其违纪行为发生（ ）的各类评优及荣誉称号的参评资格。,单选,C,"86、[1分]
按学校规定，受纪律处分的学生不具备其违纪行为发生（ ）的各类评优及荣誉称号的参评资格。
A. 六个月内
B. 当学年度及下一学年度内
C. 当学年度内
D. 三个月内
正确答案：C
多选题(共计14分)",A. 六个月内,B. 当学年度及下一学年度内,C. 当学年度内,D. 三个月内 正确答案：C 多选题(共计14分),,,,
87,学生手册答案.docx,1、[1分] 按学校规定，学生不得申请免听下列哪些课程或教学环节：（）,多选,A|B|C|D,"1、[1分]
按学校规定，学生不得申请免听下列哪些课程或教学环节：（）
A. 实验课
B. 实习
C. 毕业设计（论文）
D. 课程设计
E. 思想政治理论课
正确答案：
A、
B、
C、
D、E",A. 实验课,A. ,B. 实习,B. ,C. 毕业设计（论文）,C. ,D. 课程设计 E. 思想政治理论课 正确答案：,D. E
88,学生手册答案.docx,2、[1分] 按学校规定，凡属下列哪些情形之一的本科毕业生不得授予学士学位：（）,多选,A|B|C|D,"2、[1分]
按学校规定，凡属下列哪些情形之一的本科毕业生不得授予学士学位：（）
A. 在校学习期间，因违法、违规、违纪受过留校察看及以上处分的本科生
B. 在校学习期间所修课程累计平均学分绩点低于1.6（有另行规定的除外）
C. 自入学之日起七年（特殊情况除外）内未达到学士学位授予条件者
D. 校学位评定委员会认为不符合学士学位授予条件者
E. 未按专业教学计划完成全部学业，未获得毕业证书者
F. 思想品德鉴定不及格者
正确答案：
A、
B、
C、
D、E、F",A. 在校学习期间，因违法、违规、违纪受过留校察看及以上处分的本科生,A. ,B. 在校学习期间所修课程累计平均学分绩点低于1.6（有另行规定的除外）,B. ,C. 自入学之日起七年（特殊情况除外）内未达到学士学位授予条件者,C. ,D. 校学位评定委员会认为不符合学士学位授予条件者 E. 未按专业教学计划完成全部学业，未获得毕业证书者 F. 思想品德鉴定不及格者 正确答案：,D. E、F
89,学生手册答案.docx,3、[1分] 按学校规定，学生在校期间未受到违纪处分，且符合下列哪些情况之一者，可申请转专业：（）,多选,A|B|C|D,"3、[1分]
按学校规定，学生在校期间未受到违纪处分，且符合下列哪些情况之一者，可申请转专业：（）
A. 申请时所修课程首次考试成绩全部合格，且平均学分绩点排名在本专业同年级的前15%者
B. 高考志愿填报服从专业调剂的学生
C. 经学校认可，学生确有某种特殊困难，不转专业无法继续学习者
D. 学生入学后发现某种疾病或生理缺陷，经学校指定的医疗单位检查证明，不能在原专业学习，但尚能在本校其它专业学习者
E. 经学校认可，学生确有专长且有与申请转专业相关的学习成果者
正确答案：
A、
B、
C、
D、E",A. 申请时所修课程首次考试成绩全部合格，且平均学分绩点排名在本专业同年级的前15%者,A. ,B. 高考志愿填报服从专业调剂的学生,B. ,C. 经学校认可，学生确有某种特殊困难，不转专业无法继续学习者,C. ,D. 学生入学后发现某种疾病或生理缺陷，经学校指定的医疗单位检查证明，不能在原专业学习，但尚能在本校其它专业学习者 E. 经学校认可，学生确有专长且有与申请转专业相关的学习成果者 正确答案：,D. E
90,学生手册答案.docx,4、[1分] 按学校规定，学生出现下列哪些情形之一，都应予退学处理：（）,多选,A|B|C|D,"4、[1分]
按学校规定，学生出现下列哪些情形之一，都应予退学处理：（）
A. 请假无故逾期不返校超过2周
B. 未请假离校连续2周未参加学校规定的教学活动的
C. 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的
D. 开学超过2周未注册而又无正当事由且未履行暂缓注册手续的
E. 一学期内旷课累计60学时以上（按实际授课时间计）
正确答案：
A、
B、
C、
D、E",A. 请假无故逾期不返校超过2周,A. ,B. 未请假离校连续2周未参加学校规定的教学活动的,B. ,C. 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的,C. ,D. 开学超过2周未注册而又无正当事由且未履行暂缓注册手续的 E. 一学期内旷课累计60学时以上（按实际授课时间计） 正确答案：,D. E
91,学生手册答案.docx,5、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"5、[1分]
按学校规定，下列说法正确的是（）
A. 对退学学生,学校发给肄业证书或者写实性学习证明
B. 学历证书和学位证书遗失或者损坏，经本人申请，学校核实后出具相应的证明书。证明书与原证书具有同等效力
C. 学生在获得主修专业毕业资格同时修读完辅修专业规定的课程，并取得相应学分，经审查合格的，发给辅修专业合格证书
D. 结业生在离校两年内可向学校申请重修或者补作毕业设计、论文、答辩，达到毕业要求的，可颁发毕业证书，毕业时间按发证日期填写
正确答案：
A、
B、
C、D","A. 对退学学生,学校发给肄业证书或者写实性学习证明",A. ,B. 学历证书和学位证书遗失或者损坏，经本人申请，学校核实后出具相应的证明书。证明书与原证书具有同等效力,B. ,C. 学生在获得主修专业毕业资格同时修读完辅修专业规定的课程，并取得相应学分，经审查合格的，发给辅修专业合格证书,C. D,D. 结业生在离校两年内可向学校申请重修或者补作毕业设计、论文、答辩，达到毕业要求的，可颁发毕业证书，毕业时间按发证日期填写 正确答案：,
92,学生手册答案.docx,6、[1分] 按学校规定，学生在校期间需依法履行的义务包括:（）,多选,A|B|C|D,"6、[1分]
按学校规定，学生在校期间需依法履行的义务包括:（）
A. 遵守学校章程和规章制度
B. 恪守学术道德，完成规定学业
C. 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯
D. 依法依规行使权利，按照合法的途径、程序和方式维护权益、表达诉求
E. 按规定缴纳学费及有关费用，履行获得贷学金及助学金的相应义务
F. 遵守宪法和法律、法规
正确答案：
A、
B、
C、
D、E、F",A. 遵守学校章程和规章制度,A. ,B. 恪守学术道德，完成规定学业,B. ,C. 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯,C. ,D. 依法依规行使权利，按照合法的途径、程序和方式维护权益、表达诉求 E. 按规定缴纳学费及有关费用，履行获得贷学金及助学金的相应义务 F. 遵守宪法和法律、法规 正确答案：,D. E、F
93,学生手册答案.docx,7、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"7、[1分]
按学校规定，下列说法正确的是（）
A. 课程考试可采用笔试、口试、实际操作等不同方式进行
B. 课程考核成绩（即总评成绩）的评定由课程结束时考试成绩和平时成绩组成
C. 缺交作业（包括习题或实验报告）的次数超过该课程作业总次数1/3者，不得参加该课程的考核
D. 除急病外，不得临考前或考试后申请缓考
E. 学生缺课累计超过某门课程教学时数1/3者，不得参加该课程的考核，应重修
F. 学生因身体健康原因或生理缺陷不能修读体育课者，经校医院证明，体育部同意，可转修保健课
正确答案：
A、
B、
C、
D、E、F",A. 课程考试可采用笔试、口试、实际操作等不同方式进行,A. ,B. 课程考核成绩（即总评成绩）的评定由课程结束时考试成绩和平时成绩组成,B. ,C. 缺交作业（包括习题或实验报告）的次数超过该课程作业总次数1/3者，不得参加该课程的考核,C. ,D. 除急病外，不得临考前或考试后申请缓考 E. 学生缺课累计超过某门课程教学时数1/3者，不得参加该课程的考核，应重修 F. 学生因身体健康原因或生理缺陷不能修读体育课者，经校医院证明，体育部同意，可转修保健课 正确答案：,D. E、F
94,学生手册答案.docx,8、[1分] 按学校学生宿舍管理规定，以下说法错误的是：（）,多选,A|B,"8、[1分]
按学校学生宿舍管理规定，以下说法错误的是：（）
A. 学生宿舍每天晚上的熄灯休息时间为00:00至次日早晨6:00（周五、周六除外）
B. 学生个人可以自行购买，并在宿舍内安装空调
C. 任何人不得在学生宿舍区经商、贩卖、推销、张贴广告、派发传单、悬挂标语横幅等
D. 不准在宿舍区内使用明火（包括燃气、燃油灶具等明火设备），不准在宿舍区内燃烧纸张等物品，严禁在宿舍区内燃放烟花、炮竹
E. 学生个人可以自行接入校园网以往的其他网络
F. 在读期间，学生可以住在学校统一安排的学生宿舍，也可以随意退宿或私自到校外住宿
正确答案：
A、
B、E、F",A. 学生宿舍每天晚上的熄灯休息时间为00:00至次日早晨6:00（周五、周六除外）,A. ,B. 学生个人可以自行购买，并在宿舍内安装空调,B. E、F,C. 任何人不得在学生宿舍区经商、贩卖、推销、张贴广告、派发传单、悬挂标语横幅等,D. 不准在宿舍区内使用明火（包括燃气、燃油灶具等明火设备），不准在宿舍区内燃烧纸张等物品，严禁在宿舍区内燃放烟花、炮竹 E. 学生个人可以自行接入校园网以往的其他网络 F. 在读期间，学生可以住在学校统一安排的学生宿舍，也可以随意退宿或私自到校外住宿 正确答案：,,
95,学生手册答案.docx,9、[1分] 按学校规定，对有违反法律法规、本规定以及学校纪律行为的学生，学校给予批评教育，并视情节轻重，给予相应的纪律处分，主要有：（）,多选,A|B|C|D,"9、[1分]
按学校规定，对有违反法律法规、本规定以及学校纪律行为的学生，学校给予批评教育，并视情节轻重，给予相应的纪律处分，主要有：（）
A. 严重警告
B. 记过
C. 开除学籍
D. 留校察看
E. 警告
正确答案：
A、
B、
C、
D、E",A. 严重警告,A. ,B. 记过,B. ,C. 开除学籍,C. ,D. 留校察看 E. 警告 正确答案：,D. E
96,学生手册答案.docx,10、[1分] 按学校规定，关于休学，下列说法正确的是（）,多选,A|B|C|D,"10、[1分]
按学校规定，关于休学，下列说法正确的是（）
A. 休学期间不得擅自回校跟班上课和参加考试，自行来校上课所取得的成绩一律无效
B. 休学期间，有严重违法乱纪行为者，取消复学资格
C. 因身体健康原因休学的学生，还须提供经学校指定的二级甲等以上医院恢复健康的诊断证明，经学校医院复查合格，方可申请复学
D. 学生休学一般以学年为单位
正确答案：
A、
B、
C、D",A. 休学期间不得擅自回校跟班上课和参加考试，自行来校上课所取得的成绩一律无效,A. ,B. 休学期间，有严重违法乱纪行为者，取消复学资格,B. ,C. 因身体健康原因休学的学生，还须提供经学校指定的二级甲等以上医院恢复健康的诊断证明，经学校医院复查合格，方可申请复学,C. D,D. 学生休学一般以学年为单位 正确答案：,
97,学生手册答案.docx,11、[1分] 按学校有关实施办法规定，学生综合素质测评成绩包括（）,多选,A|B|C|D,"11、[1分]
按学校有关实施办法规定，学生综合素质测评成绩包括（）
A. 学业成绩考核
B. 创新实践评价
C. 文体实践评价
D. 社会实践评价
E. 品德表现评价
正确答案：
A、
B、
C、
D、E",A. 学业成绩考核,A. ,B. 创新实践评价,B. ,C. 文体实践评价,C. ,D. 社会实践评价 E. 品德表现评价 正确答案：,D. E
98,学生手册答案.docx,12、[1分] 按学校学生宿舍管理规定，禁止学生以下哪些行为：（）,多选,A|B|C|D,"12、[1分]
按学校学生宿舍管理规定，禁止学生以下哪些行为：（）
A. 禁止在宿舍区内饲养宠物
B. 禁止在学生宿舍、宿舍走廊及宿舍生活公共场所酗酒，严禁在学生宿舍区打麻将、赌博及其他危害公共秩序的活动
C. 禁止在宿舍内存放和使用电热棒、电炉和电饭锅、电炒锅、电磁炉、电水壶等大功率电器
D. 严禁携带易燃、易爆、有毒、放射性、化学危险品等威胁人身生命安全物品、枪支、弹药、弩、匕首等管制器械及非法物品进入学生宿舍
E. 禁止在学生宿舍区内从事影响他人学习、休息的活动（如大声喧哗、打扑克、玩游戏等）
F. 禁止在学生宿舍擅自留宿外人，严禁在学生宿舍留宿异性或在异性宿舍留宿
正确答案：
A、
B、
C、
D、E、F",A. 禁止在宿舍区内饲养宠物,A. ,B. 禁止在学生宿舍、宿舍走廊及宿舍生活公共场所酗酒，严禁在学生宿舍区打麻将、赌博及其他危害公共秩序的活动,B. ,C. 禁止在宿舍内存放和使用电热棒、电炉和电饭锅、电炒锅、电磁炉、电水壶等大功率电器,C. ,D. 严禁携带易燃、易爆、有毒、放射性、化学危险品等威胁人身生命安全物品、枪支、弹药、弩、匕首等管制器械及非法物品进入学生宿舍 E. 禁止在学生宿舍区内从事影响他人学习、休息的活动（如大声喧哗、打扑克、玩游戏等） F. 禁止在学生宿舍擅自留宿外人，严禁在学生宿舍留宿异性或在异性宿舍留宿 正确答案：,D. E、F
99,学生手册答案.docx,13、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"13、[1分]
按学校规定，下列说法正确的是（）
A. 以特殊招生形式录取的学生，国家有相关规定或者录取前与学校有明确约定的，不得转专业
B. 退学学生，应当按学校规定期限办理退学手续离校
C. 学生休学期间，学校保留其学籍，但不享受在校学习学生待遇
D. 学生参加创新创业、社会实践等活动以及发表论文、获得专利授权等与专业学习、学业要求相关的经历、成果，可根据学校创新创业实践学分认定及课程免修的相关规定申请学分折算，计入学业成绩。
正确答案：
A、
B、
C、D",A. 以特殊招生形式录取的学生，国家有相关规定或者录取前与学校有明确约定的，不得转专业,A. ,B. 退学学生，应当按学校规定期限办理退学手续离校,B. ,C. 学生休学期间，学校保留其学籍，但不享受在校学习学生待遇,C. D,D. 学生参加创新创业、社会实践等活动以及发表论文、获得专利授权等与专业学习、学业要求相关的经历、成果，可根据学校创新创业实践学分认定及课程免修的相关规定申请学分折算，计入学业成绩。 正确答案：,
100,学生手册答案.docx,14、[1分] 按学校规定，有下列哪些情况之一者，不予转专业：（）,多选,A|B|C|D,"14、[1分]
按学校规定，有下列哪些情况之一者，不予转专业：（）
A. 在读四年级（五年制专业在读五年级）的学生
B. 正在休学或保留学籍的学生
C. 已有转专业经历者
D. 国家或学校在招生时明确规定不可转专业的
E. 学业预警或应予退学的学生
F. 入学未满一学期的学生
正确答案：
A、
B、
C、
D、E、F",A. 在读四年级（五年制专业在读五年级）的学生,A. ,B. 正在休学或保留学籍的学生,B. ,C. 已有转专业经历者,C. ,D. 国家或学校在招生时明确规定不可转专业的 E. 学业预警或应予退学的学生 F. 入学未满一学期的学生 正确答案：,D. E、F
