id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H
101,学生手册答案.docx,1、[1分] 按学校规定，不携带或拒不按要求出示规定的有效证件参加考试的，给予（ ）处分。,单选,C,"1、[1分]
按学校规定，不携带或拒不按要求出示规定的有效证件参加考试的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
102,学生手册答案.docx,2、[1分] 按学校规定，未经允许擅自将试卷、答卷（含答题卡、答题纸等）、草稿纸等考试用纸带出考场的，给予（ ）处分。,单选,B,"2、[1分]
按学校规定，未经允许擅自将试卷、答卷（含答题卡、答题纸等）、草稿纸等考试用纸带出考场的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
103,学生手册答案.docx,3、[1分] 按学校规定，利用网络、自媒体等平台组织或者为违法违纪行为提供帮助者，视情节轻重，给予（ ）以上处分。,单选,C,"3、[1分]
按学校规定，利用网络、自媒体等平台组织或者为违法违纪行为提供帮助者，视情节轻重，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
104,学生手册答案.docx,4、[1分] 按学校规定，交卷后有意在考场内逗留，并向他人泄露试题答案的，给予（ ）处分。,单选,B,"4、[1分]
按学校规定，交卷后有意在考场内逗留，并向他人泄露试题答案的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
105,学生手册答案.docx,5、[1分] 按学校规定，可以从轻处分的情况有（ ）①在被学校有关部门或有关国家机关调查问话或者未掌握其违法违纪行为之前，能够主动如实坦白其违法违纪事实，主动退还赃物，或积极赔偿损失，并有悔改表现者；②违纪行为尚在准备阶段或者虽然进入实施阶段但主动放弃且未造成危害结果的，但法律法规、规章、校纪校规另有规定的除外；③受他人威胁或者欺骗的。,单选,D,"5、[1分]
按学校规定，可以从轻处分的情况有（ ）①在被学校有关部门或有关国家机关调查问话或者未掌握其违法违纪行为之前，能够主动如实坦白其违法违纪事实，主动退还赃物，或积极赔偿损失，并有悔改表现者；②违纪行为尚在准备阶段或者虽然进入实施阶段但主动放弃且未造成危害结果的，但法律法规、规章、校纪校规另有规定的除外；③受他人威胁或者欺骗的。
A. ②③
B. ①③
C. ①②
D. ①②③
正确答案：D",A. ②③,B. ①③,C. ①②,D. ①②③ 正确答案：D,,,,
106,学生手册答案.docx,6、[1分] 按学校规定，为逃避缴纳学费、住宿费或者获得各项资助，提供虚假信息的，给予（ ）以上处分。,单选,B,"6、[1分]
按学校规定，为逃避缴纳学费、住宿费或者获得各项资助，提供虚假信息的，给予（ ）以上处分。
A. 留校察看
B. 记过
C. 警告
D. 开除学籍
正确答案：B",A. 留校察看,B. 记过,C. 警告,D. 开除学籍 正确答案：B,,,,
107,学生手册答案.docx,7、[1分] 按学校规定，宿舍走廊、楼梯、平台等公共区域不得摆放鞋子、鞋柜等个人物品，屡劝不改者，给予（ ）以上处份。,单选,C,"7、[1分]
按学校规定，宿舍走廊、楼梯、平台等公共区域不得摆放鞋子、鞋柜等个人物品，屡劝不改者，给予（ ）以上处份。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
108,学生手册答案.docx,8、[1分] 按学校规定，在毕业生就业、体格检查等活动过程中，违反诚信原则，造成不良后果的，给予（ ）以上处分。,单选,B,"8、[1分]
按学校规定，在毕业生就业、体格检查等活动过程中，违反诚信原则，造成不良后果的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
109,学生手册答案.docx,9、[1分] 按学校规定，参与非法传销或者进行邪教活动的，视情节严重给予（ ）以上处分。,单选,A,"9、[1分]
按学校规定，参与非法传销或者进行邪教活动的，视情节严重给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
110,学生手册答案.docx,10、[1分] 广东工业大学在（ ）年被确定为广东高水平大学重点建设高校。,单选,B,"10、[1分]
广东工业大学在（ ）年被确定为广东高水平大学重点建设高校。
A. 2016
B. 2015
C. 2014
D. 2017
正确答案：B",A. 2016,B. 2015,C. 2014,D. 2017 正确答案：B,,,,
111,学生手册答案.docx,11、[1分] 按学校规定，未经监考人员同意，互借文具的，给予（ ）处分。,单选,B,"11、[1分]
按学校规定，未经监考人员同意，互借文具的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
112,学生手册答案.docx,12、[1分] 按学校有关管理规定，勤工助学学生原则上每周到岗工作时间不超过（ ）小时。,单选,C,"12、[1分]
按学校有关管理规定，勤工助学学生原则上每周到岗工作时间不超过（ ）小时。
A. 12小时
B. 10小时
C. 8小时
D. 16小时
正确答案：C",A. 12小时,B. 10小时,C. 8小时,D. 16小时 正确答案：C,,,,
113,学生手册答案.docx,13、[1分] 按学校规定，盗用他人证件或证明的，给予（ ）以上处分；给他人造成经济损失的，应依法予以赔偿。,单选,B,"13、[1分]
按学校规定，盗用他人证件或证明的，给予（ ）以上处分；给他人造成经济损失的，应依法予以赔偿。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
114,学生手册答案.docx,14、[1分] 按学校规定，抢夺、窃取他人试卷、答卷或者强迫他人为自己抄袭提供方便的，给予（ ）处分。,单选,D,"14、[1分]
按学校规定，抢夺、窃取他人试卷、答卷或者强迫他人为自己抄袭提供方便的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
115,学生手册答案.docx,15、[1分] 按学校规定，学生对学校学生申诉处理委员复查决定有异议的，在接到学校复查决定书之日起（ ）内，可以向广东省教育行政部门提出书面申诉。,单选,A,"15、[1分]
按学校规定，学生对学校学生申诉处理委员复查决定有异议的，在接到学校复查决定书之日起（ ）内，可以向广东省教育行政部门提出书面申诉。
A. 15日
B. 10日
C. 一周
D. 30日
正确答案：A",A. 15日,B. 10日,C. 一周,D. 30日 正确答案：A,,,,
116,学生手册答案.docx,16、[1分] 按学校规定，为赌博提供条件或者参与赌博的，视情节轻重给予（ ）以上处分。,单选,B,"16、[1分]
按学校规定，为赌博提供条件或者参与赌博的，视情节轻重给予（ ）以上处分。
A. 留校察看
B. 记过
C. 严重警告
D. 开除学籍
正确答案：B",A. 留校察看,B. 记过,C. 严重警告,D. 开除学籍 正确答案：B,,,,
117,学生手册答案.docx,17、[1分] 按学校规定，请假超过一学期总学时的（ ）或6周时间以上时，按休学处理。,单选,B,"17、[1分]
按学校规定，请假超过一学期总学时的（ ）或6周时间以上时，按休学处理。
A. 四分之一
B. 三分之一
C. 二分之一
D. 五分之一
正确答案：B",A. 四分之一,B. 三分之一,C. 二分之一,D. 五分之一 正确答案：B,,,,
118,学生手册答案.docx,18、[1分] 按学校规定，一学期内无故旷课累计学时达到20—29学时者，给予（ ）处分。,单选,C,"18、[1分]
按学校规定，一学期内无故旷课累计学时达到20—29学时者，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
119,学生手册答案.docx,19、[1分] 按学校规定，向他人出售考试试题或答案牟取利益的，以及买卖试题答案等各类严重扰乱考试秩序行为的，给予（ ）处分。,单选,A,"19、[1分]
按学校规定，向他人出售考试试题或答案牟取利益的，以及买卖试题答案等各类严重扰乱考试秩序行为的，给予（ ）处分。
A. 开除学籍
B. 记过
C. 严重警告
D. 留校察看
正确答案：A",A. 开除学籍,B. 记过,C. 严重警告,D. 留校察看 正确答案：A,,,,
120,学生手册答案.docx,20、[1分] 按学校规定，在学生宿舍私拉电线或安装大功率用电设备，经批评教育不改的，给予（ ）以上处分。,单选,C,"20、[1分]
按学校规定，在学生宿舍私拉电线或安装大功率用电设备，经批评教育不改的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
121,学生手册答案.docx,21、[1分] 按学校规定，一学期内无故旷课累计学时达到40—49学时者，给予（ ）处分。,单选,A,"21、[1分]
按学校规定，一学期内无故旷课累计学时达到40—49学时者，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
122,学生手册答案.docx,22、[1分] 按学校规定，违纪学生对纪律处分有异议的，可在接到学校处分文件之日起（ ）日之内，向学校学生申诉处理委员会提出申诉，具体按《广东工业大学学生申诉处理办法》执行。,单选,A,"22、[1分]
按学校规定，违纪学生对纪律处分有异议的，可在接到学校处分文件之日起（ ）日之内，向学校学生申诉处理委员会提出申诉，具体按《广东工业大学学生申诉处理办法》执行。
A. 10
B. 7
C. 5
D. 14
正确答案：A",A. 10,B. 7,C. 5,D. 14 正确答案：A,,,,
123,学生手册答案.docx,23、[1分] 按学校规定，携带规定以外的物品（如书包等）进入考场且在考试开始前未按要求放在指定位置的，给予（ ）处分。,单选,C,"23、[1分]
按学校规定，携带规定以外的物品（如书包等）进入考场且在考试开始前未按要求放在指定位置的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
124,学生手册答案.docx,24、[1分] 按学校规定，在考试过程中旁窥、交头接耳、互打暗号或者手势的，给予（ ）处分。,单选,B,"24、[1分]
按学校规定，在考试过程中旁窥、交头接耳、互打暗号或者手势的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
125,学生手册答案.docx,25、[1分] 按学校规定，受纪律处分的学生不具备其违纪行为发生（ ）的各类评优及荣誉称号的参评资格。,单选,A,"25、[1分]
按学校规定，受纪律处分的学生不具备其违纪行为发生（ ）的各类评优及荣誉称号的参评资格。
A. 当学年度内
B. 六个月内
C. 三个月内
D. 当学年度及下一学年度内
正确答案：A",A. 当学年度内,B. 六个月内,C. 三个月内,D. 当学年度及下一学年度内 正确答案：A,,,,
126,学生手册答案.docx,26、[1分] 按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，在考试过程中，相互串通使用上述电子设备传递与考试内容相关信息的，给予（ ）处分。,单选,A,"26、[1分]
按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，在考试过程中，相互串通使用上述电子设备传递与考试内容相关信息的，给予（ ）处分。
A. 开除学籍
B. 记过
C. 严重警告
D. 留校察看
正确答案：A",A. 开除学籍,B. 记过,C. 严重警告,D. 留校察看 正确答案：A,,,,
127,学生手册答案.docx,27、[1分] 按学校规定，盗窃公章、机密文件、档案等物品的，给予（ ）以上处分。,单选,D,"27、[1分]
按学校规定，盗窃公章、机密文件、档案等物品的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
128,学生手册答案.docx,28、[1分] 按学校规定，在考场内外大声喧哗、不服从监考人员管理的，或未经监考人员同意，在考试过程中擅自离开考场的，给予（ ）处分。,单选,C,"28、[1分]
按学校规定，在考场内外大声喧哗、不服从监考人员管理的，或未经监考人员同意，在考试过程中擅自离开考场的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
129,学生手册答案.docx,29、[1分] 按学校规定，擅自散发未经登记、审批的宣传品、印刷品，造成不良影响的，经批评教育无效的，给予（ ）处分；具有传播非法内容、人身攻击、造谣惑众等情节的，给予（ ）处分。,单选,C,"29、[1分]
按学校规定，擅自散发未经登记、审批的宣传品、印刷品，造成不良影响的，经批评教育无效的，给予（ ）处分；具有传播非法内容、人身攻击、造谣惑众等情节的，给予（ ）处分。
A. 严重警告或者记过；留校察看或者开除学籍
B. 警告或者严重警告；留校察看或者开除学籍
C. 警告或者严重警告；记过或者留校察看
D. 严重警告或者记过；记过或者留校察看
正确答案：C",A. 严重警告或者记过；留校察看或者开除学籍,B. 警告或者严重警告；留校察看或者开除学籍,C. 警告或者严重警告；记过或者留校察看,D. 严重警告或者记过；记过或者留校察看 正确答案：C,,,,
130,学生手册答案.docx,30、[1分] 按学校规定，携带、收藏、吸食、注射毒品或国家明令禁止的精神类药物者，给予（ ）以上处分。,单选,A,"30、[1分]
按学校规定，携带、收藏、吸食、注射毒品或国家明令禁止的精神类药物者，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
131,学生手册答案.docx,31、[1分] 按学校规定，学生请假学时超过1学期总学时的1/3或6周时间以上时，按（ ）处理。,单选,C,"31、[1分]
按学校规定，学生请假学时超过1学期总学时的1/3或6周时间以上时，按（ ）处理。
A. 降级
B. 退学
C. 休学
D. 开除学籍
正确答案：C",A. 降级,B. 退学,C. 休学,D. 开除学籍 正确答案：C,,,,
132,学生手册答案.docx,32、[1分] 按学校规定，代替他人或由他人代替参加考试的，考试进行过程中，能主动终止其替考行为的，替考者给予（ ）处分、被替考者给予（ ）处分。,单选,A,"32、[1分]
按学校规定，代替他人或由他人代替参加考试的，考试进行过程中，能主动终止其替考行为的，替考者给予（ ）处分、被替考者给予（ ）处分。
A. 记过；留校察看
B. 严重警告；记过
C. 警告；严重警告
D. 留校察看；开除学籍
正确答案：A",A. 记过；留校察看,B. 严重警告；记过,C. 警告；严重警告,D. 留校察看；开除学籍 正确答案：A,,,,
133,学生手册答案.docx,33、[1分] 按学校规定，将个人身份证、学生证、校园卡及其他证件或证明给他人使用的，造成不良影响的，给予（ ）以上处分。,单选,B,"33、[1分]
按学校规定，将个人身份证、学生证、校园卡及其他证件或证明给他人使用的，造成不良影响的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
134,学生手册答案.docx,34、[1分] 按学校有关实施办法规定，家庭经济困难学生认定工作每学年进行一次，有效期为（ ）。,单选,B,"34、[1分]
按学校有关实施办法规定，家庭经济困难学生认定工作每学年进行一次，有效期为（ ）。
A. 两学年
B. 一学年
C. 一学期
D. 四学年
正确答案：B",A. 两学年,B. 一学年,C. 一学期,D. 四学年 正确答案：B,,,,
135,学生手册答案.docx,35、[1分] 按学校规定，在考试过程中二人在答卷上互写对方姓名的，给予（ ）处分。,单选,D,"35、[1分]
按学校规定，在考试过程中二人在答卷上互写对方姓名的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
136,学生手册答案.docx,36、[1分] 按学校规定，因考试违纪，给予（ ）以上处分的，同时取消该门课程当次考试成绩，该门课考试成绩以0分记。,单选,B,"36、[1分]
按学校规定，因考试违纪，给予（ ）以上处分的，同时取消该门课程当次考试成绩，该门课考试成绩以0分记。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
137,学生手册答案.docx,37、[1分] 按学校规定，被开除学籍的学生，应当在学校处分决定书或者维持原决定的申诉处理决定书送达后（ ）内办理离校手续。,单选,A,"37、[1分]
按学校规定，被开除学籍的学生，应当在学校处分决定书或者维持原决定的申诉处理决定书送达后（ ）内办理离校手续。
A. 15日
B. 7日
C. 3日
D. 1个月
正确答案：A",A. 15日,B. 7日,C. 3日,D. 1个月 正确答案：A,,,,
138,学生手册答案.docx,38、[1分] 按学校规定，代替他人或由他人代替参加考试的，双方共同合谋，且伪造、变造身份证、准考证及其他证明材料实施替考，事后又不主动承认的，替考者和被替考者都给予（ ）处分。,单选,C,"38、[1分]
按学校规定，代替他人或由他人代替参加考试的，双方共同合谋，且伪造、变造身份证、准考证及其他证明材料实施替考，事后又不主动承认的，替考者和被替考者都给予（ ）处分。
A. 留校察看
B. 记过
C. 开除学籍
D. 警告
正确答案：C",A. 留校察看,B. 记过,C. 开除学籍,D. 警告 正确答案：C,,,,
139,学生手册答案.docx,39、[1分] 按学校规定，一学期内无故旷课累计学时达到50—59学时者，给予（ ）处分。,单选,D,"39、[1分]
按学校规定，一学期内无故旷课累计学时达到50—59学时者，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
140,学生手册答案.docx,40、[1分] 按学校有关管理规定，勤工助学学生原则上每小时的报酬不低于（ ）元/人。,单选,C,"40、[1分]
按学校有关管理规定，勤工助学学生原则上每小时的报酬不低于（ ）元/人。
A. 16.5
B. 12.5
C. 18.3
D. 20.3
正确答案：C",A. 16.5,B. 12.5,C. 18.3,D. 20.3 正确答案：C,,,,
141,学生手册答案.docx,41、[1分] 按学校规定，盗窃或以其他不正当手段获得多门课程考试试卷的，给予（ ）处分。,单选,A,"41、[1分]
按学校规定，盗窃或以其他不正当手段获得多门课程考试试卷的，给予（ ）处分。
A. 开除学籍
B. 记过
C. 严重警告
D. 留校察看
正确答案：A",A. 开除学籍,B. 记过,C. 严重警告,D. 留校察看 正确答案：A,,,,
142,学生手册答案.docx,42、[1分] 按学校规定，在闭卷考试过程中，使用手机或者其他具有存储、发送、接收等功能的电子设备传递与考试内容相关信息的，给予（ ）处分。,单选,D,"42、[1分]
按学校规定，在闭卷考试过程中，使用手机或者其他具有存储、发送、接收等功能的电子设备传递与考试内容相关信息的，给予（ ）处分。
A. 留校察看
B. 记过
C. 严重警告
D. 开除学籍
正确答案：D",A. 留校察看,B. 记过,C. 严重警告,D. 开除学籍 正确答案：D,,,,
143,学生手册答案.docx,43、[1分] 按学校规定，有酗酒行为，影响他人休息或造成其他不良影响者，给予（ ）以上处分。,单选,B,"43、[1分]
按学校规定，有酗酒行为，影响他人休息或造成其他不良影响者，给予（ ）以上处分。
A. 留校察看
B. 记过
C. 严重警告
D. 开除学籍
正确答案：B",A. 留校察看,B. 记过,C. 严重警告,D. 开除学籍 正确答案：B,,,,
144,学生手册答案.docx,44、[1分] 按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，进入考场且在考试开始前未按要求放在指定位置的，给予（ ）处分。,单选,B,"44、[1分]
按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，进入考场且在考试开始前未按要求放在指定位置的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
145,学生手册答案.docx,45、[1分] 按学校规定，学生接到学校发出的退学或开除学籍的通知后，应在（ ）内办完离校手续，离开学校。,单选,C,"45、[1分]
按学校规定，学生接到学校发出的退学或开除学籍的通知后，应在（ ）内办完离校手续，离开学校。
A. 15日
B. 10日
C. 一周
D. 30日
正确答案：C",A. 15日,B. 10日,C. 一周,D. 30日 正确答案：C,,,,
146,学生手册答案.docx,46、[1分] 按学校规定，利用计算机信息网络进行赌博、诈骗、教唆犯罪的，给予（ ）以上处分。,单选,A,"46、[1分]
按学校规定，利用计算机信息网络进行赌博、诈骗、教唆犯罪的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
147,学生手册答案.docx,47、[1分] 按学校规定，利用计算机信息网络制作、复制和传播下列信息者，给予留校察看以上纪律处分：①煽动抗拒、破坏宪法和法律实施的；②煽动颠覆国家政权，推翻社会主义制度的；③煽动分裂国家，破坏国家统一的；④煽动民族仇恨、民族歧视，破坏民族团结；⑤捏造或歪曲事实，散布谣言，扰乱社会秩序的；⑥虚构或者捏造事实损害国家机关信誉或者学校信誉的。,单选,D,"47、[1分]
按学校规定，利用计算机信息网络制作、复制和传播下列信息者，给予留校察看以上纪律处分：①煽动抗拒、破坏宪法和法律实施的；②煽动颠覆国家政权，推翻社会主义制度的；③煽动分裂国家，破坏国家统一的；④煽动民族仇恨、民族歧视，破坏民族团结；⑤捏造或歪曲事实，散布谣言，扰乱社会秩序的；⑥虚构或者捏造事实损害国家机关信誉或者学校信誉的。
A. ①②③⑤⑥
B. ①②③④⑥
C. ①③④⑤⑥
D. ①②③④⑤⑥
正确答案：D",A. ①②③⑤⑥,B. ①②③④⑥,C. ①③④⑤⑥,D. ①②③④⑤⑥ 正确答案：D,,,,
148,学生手册答案.docx,48、[1分] 按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，在考试过程中，使用上述电子设备的（处于开机状态），但未涉及考试内容，给予（ ）处分。,单选,A,"48、[1分]
按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，在考试过程中，使用上述电子设备的（处于开机状态），但未涉及考试内容，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
149,学生手册答案.docx,49、[1分] 按学校规定，在留校察看期内获得校内外各类竞赛奖、或者获得校内外各类荣誉、或者报考硕士研究生且成绩达到国家划定录取分数线、或者有其他突出表现的，察看期满（ ）后，由本人提出申请，经学院提出建议，由原拟文部门作出处理意见，并经相关部门会签，可以提前终止留校察看处分。,单选,B,"49、[1分]
按学校规定，在留校察看期内获得校内外各类竞赛奖、或者获得校内外各类荣誉、或者报考硕士研究生且成绩达到国家划定录取分数线、或者有其他突出表现的，察看期满（ ）后，由本人提出申请，经学院提出建议，由原拟文部门作出处理意见，并经相关部门会签，可以提前终止留校察看处分。
A. 1年
B. 6个月
C. 3个月
D. 2年
正确答案：B",A. 1年,B. 6个月,C. 3个月,D. 2年 正确答案：B,,,,
150,学生手册答案.docx,50、[1分] 按学校规定，学生因退学没有修完教学计划规定的课程，但在校学习（ ）或以上，发给肄业证书；否则仅发给学习成绩证明。,单选,B,"50、[1分]
按学校规定，学生因退学没有修完教学计划规定的课程，但在校学习（ ）或以上，发给肄业证书；否则仅发给学习成绩证明。
A. 两年
B. 一年
C. 一学期
D. 6个月
正确答案：B",A. 两年,B. 一年,C. 一学期,D. 6个月 正确答案：B,,,,
151,学生手册答案.docx,51、[1分] 按学校规定，出现以下哪些违纪情形的，应从重处分： ①在校期间曾受过处分，再次违纪的；②对调查人、检举人、证人、鉴定人、参与作出处分者或其他相关人员进行诬陷、诱惑、威胁、打击报复，伪造变造证据，指使、贿买他人作伪证或者以其他不正当手段干扰调查处理的；③勾结校外人员来校进行违法违纪活动者；④结伙或共同实施的违法违纪事件的组织者、策划者、为首者及主要参与者；⑤造成严重后果或者恶劣影响的。,单选,D,"51、[1分]
按学校规定，出现以下哪些违纪情形的，应从重处分：
①在校期间曾受过处分，再次违纪的；②对调查人、检举人、证人、鉴定人、参与作出处分者或其他相关人员进行诬陷、诱惑、威胁、打击报复，伪造变造证据，指使、贿买他人作伪证或者以其他不正当手段干扰调查处理的；③勾结校外人员来校进行违法违纪活动者；④结伙或共同实施的违法违纪事件的组织者、策划者、为首者及主要参与者；⑤造成严重后果或者恶劣影响的。
A. ①②③⑤
B. ①③④⑤
C. ①②④⑤
D. ①②③④⑤
正确答案：D",A. ①②③⑤,B. ①③④⑤,C. ①②④⑤,D. ①②③④⑤ 正确答案：D,,,,
152,学生手册答案.docx,52、[1分] 按学校规定，学生对学校的处理或者处分决定有异议的，可以在接到学校处理或者处分决定书之日起（ ）内，向学校学生申诉处理委员会提出书面申诉。,单选,B,"52、[1分]
按学校规定，学生对学校的处理或者处分决定有异议的，可以在接到学校处理或者处分决定书之日起（ ）内，向学校学生申诉处理委员会提出书面申诉。
A. 15日
B. 10日
C. 一周
D. 30日
正确答案：B",A. 15日,B. 10日,C. 一周,D. 30日 正确答案：B,,,,
153,学生手册答案.docx,53、[1分] 按学校规定，违反实验操作规程，造成后果者，给予（ ）以上处分。,单选,B,"53、[1分]
按学校规定，违反实验操作规程，造成后果者，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
154,学生手册答案.docx,54、[1分] 按学校规定，私自更改或者以其他不正当手段获得多门课程考试成绩的，给予（ ）处分。,单选,A,"54、[1分]
按学校规定，私自更改或者以其他不正当手段获得多门课程考试成绩的，给予（ ）处分。
A. 开除学籍
B. 记过
C. 严重警告
D. 留校察看
正确答案：A",A. 开除学籍,B. 记过,C. 严重警告,D. 留校察看 正确答案：A,,,,
155,学生手册答案.docx,55、[1分] 按学校规定，被开除学籍的学生在离校时由学校发给（ ）。,单选,C,"55、[1分]
按学校规定，被开除学籍的学生在离校时由学校发给（ ）。
A. 毕业证书
B. 结业证书
C. 学习证明
D. 结业证书和学位证书
正确答案：C",A. 毕业证书,B. 结业证书,C. 学习证明,D. 结业证书和学位证书 正确答案：C,,,,
156,学生手册答案.docx,56、[1分] 按学校规定，违反宿舍管理规定，在宿舍区内养宠物等，影响宿舍环境，经批评教育不改的，给予（ ）以上处分。,单选,C,"56、[1分]
按学校规定，违反宿舍管理规定，在宿舍区内养宠物等，影响宿舍环境，经批评教育不改的，给予（ ）以上处分。
A. 留校察看
B. 记过
C. 警告
D. 开除学籍
正确答案：C",A. 留校察看,B. 记过,C. 警告,D. 开除学籍 正确答案：C,,,,
